date,product_id,category,region,store_format,base_price,cost,price,competitor_price,discount_pct,promo_flag,holiday_flag,inflation_index,unemployment_index,stock,quantity,revenue,margin
2025-06-10,SKU008,Dairy,Gauteng,Convenience,77.2,43.29,76.32,77.29,0.0113,0,0,101.76,28.91,85,55,4197.599999999999,1816.6499999999996
2025-06-11,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,81.44,72.73,0.0,0,0,101.44,28.79,63,53,4316.32,2021.9499999999998
2025-06-12,SKU008,Dairy,KwaZulu-Natal,Supermarket,77.2,43.29,76.13,76.17,0.0139,0,0,101.43,29.08,67,55,4187.15,1806.1999999999998
2025-06-13,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,75.54,82.59,0.0215,0,0,102.03,28.87,71,55,4154.700000000001,1773.7500000000005
2025-06-14,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,72.78,79.56,0.0572,1,0,101.73,28.9,111,82,5967.96,2418.1800000000003
2025-06-15,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,74.41,75.74,0.0361,0,0,101.72,28.93,92,66,4911.0599999999995,2053.9199999999996
2025-06-16,SKU008,Dairy,Gauteng,Convenience,77.2,43.29,78.66,74.05,0.0,1,0,101.6,28.83,63,58,4562.28,2051.46
2025-06-17,SKU008,Dairy,Western Cape,Convenience,77.2,43.29,79.62,79.69,0.0,0,0,102.13,28.93,44,44,3503.28,1598.5200000000002
2025-06-18,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,80.02,81.79,0.0,0,0,101.97,29.2,92,67,5361.34,2460.91
2025-06-19,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,80.92,76.0,0.0,0,0,101.52,29.13,72,52,4207.84,1956.7600000000002
2025-06-20,SKU008,Dairy,Gauteng,Hyper,77.2,43.29,81.08,70.97,0.0,0,0,101.69,28.74,81,80,6486.4,3023.2
2025-06-21,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,75.97,74.92,0.016,0,0,101.67,28.97,91,69,5241.93,2254.92
2025-06-22,SKU008,Dairy,Western Cape,Convenience,77.2,43.29,70.55,82.35,0.0861,0,0,102.12,28.87,61,59,4162.45,1608.34
2025-06-23,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,83.25,75.44,0.0,0,0,102.27,28.79,63,62,5161.5,2477.52
2025-06-24,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,60.87,78.45,0.2115,1,0,102.37,28.83,135,98,5965.259999999999,1722.84
2025-06-25,SKU008,Dairy,KwaZulu-Natal,Supermarket,77.2,43.29,82.35,76.91,0.0,0,0,101.65,28.89,77,55,4529.25,2148.2999999999997
2025-06-26,SKU008,Dairy,KwaZulu-Natal,Supermarket,77.2,43.29,72.64,80.0,0.0591,0,0,101.85,28.55,91,74,5375.36,2171.9
2025-06-27,SKU008,Dairy,KwaZulu-Natal,Supermarket,77.2,43.29,80.12,79.76,0.0,0,0,101.74,28.8,68,55,4406.6,2025.6500000000003
2025-06-28,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,74.9,74.2,0.0298,1,0,101.75,28.91,99,80,5992.0,2528.8000000000006
2025-06-29,SKU008,Dairy,KwaZulu-Natal,Supermarket,77.2,43.29,79.89,76.45,0.0,0,0,102.43,28.7,94,63,5033.07,2305.8
2025-06-30,SKU008,Dairy,Western Cape,Convenience,77.2,43.29,71.53,74.81,0.0735,0,0,101.21,28.85,54,54,3862.62,1524.96
2025-07-01,SKU008,Dairy,KwaZulu-Natal,Supermarket,77.2,43.29,84.17,77.41,0.0,0,0,101.85,29.11,60,47,3955.9900000000002,1921.3600000000001
2025-07-02,SKU008,Dairy,Gauteng,Hyper,77.2,43.29,82.81,76.59,0.0,0,0,102.07,28.57,96,80,6624.8,3161.6000000000004
2025-07-03,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,79.19,73.97,0.0,0,0,102.34,29.02,63,53,4197.07,1902.6999999999998
2025-07-04,SKU008,Dairy,KwaZulu-Natal,Convenience,77.2,43.29,76.09,74.77,0.0143,0,0,102.38,28.99,65,50,3804.5,1640.0000000000002
2025-07-05,SKU008,Dairy,KwaZulu-Natal,Convenience,77.2,43.29,69.63,74.48,0.0981,1,0,102.6,28.91,57,45,3133.35,1185.2999999999997
2025-07-06,SKU008,Dairy,KwaZulu-Natal,Supermarket,77.2,43.29,79.46,75.73,0.0,0,0,102.02,28.72,55,55,4370.299999999999,1989.3499999999997
2025-07-07,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,84.58,74.22,0.0,0,0,102.31,28.97,41,41,3467.7799999999997,1692.8899999999999
2025-07-08,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,75.68,77.5,0.0196,0,0,101.84,28.75,75,59,4465.120000000001,1911.0100000000004
2025-07-09,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,71.43,75.34,0.0747,0,0,101.65,28.94,115,69,4928.67,1941.6600000000005
2025-07-10,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,80.46,82.3,0.0,0,0,102.09,28.43,56,56,4505.759999999999,2081.5199999999995
2025-07-11,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,83.36,79.35,0.0,0,0,101.57,28.85,68,55,4584.8,2203.85
2025-07-12,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,68.19,78.07,0.1167,1,0,102.1,28.85,76,66,4500.54,1643.3999999999999
2025-07-13,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,75.12,76.98,0.0269,0,0,102.3,28.85,101,63,4732.56,2005.2900000000004
2025-07-14,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,69.75,74.44,0.0965,0,0,101.91,28.85,123,73,5091.75,1931.5800000000002
2025-07-15,SKU008,Dairy,Western Cape,Convenience,77.2,43.29,77.37,78.43,0.0,0,0,102.58,28.69,50,42,3249.54,1431.3600000000001
2025-07-16,SKU008,Dairy,KwaZulu-Natal,Hyper,77.2,43.29,70.59,78.84,0.0857,0,0,102.28,28.78,121,68,4800.12,1856.4000000000003
2025-07-17,SKU008,Dairy,KwaZulu-Natal,Hyper,77.2,43.29,77.07,77.31,0.0017,0,0,102.06,28.84,79,59,4547.129999999999,1993.0199999999998
2025-07-18,SKU008,Dairy,Western Cape,Hyper,77.2,43.29,75.6,77.79,0.0207,0,0,102.12,28.93,89,73,5518.799999999999,2358.6299999999997
2025-07-19,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,79.96,77.35,0.0,0,0,102.41,28.92,74,54,4317.839999999999,1980.1799999999996
2025-07-20,SKU008,Dairy,KwaZulu-Natal,Supermarket,77.2,43.29,83.2,75.25,0.0,0,0,102.21,28.67,55,45,3744.0,1795.9500000000003
2025-07-21,SKU008,Dairy,KwaZulu-Natal,Hyper,77.2,43.29,73.2,74.13,0.0518,0,0,102.27,28.74,70,66,4831.2,1974.0600000000002
2025-07-22,SKU008,Dairy,KwaZulu-Natal,Supermarket,77.2,43.29,77.91,75.87,0.0,0,0,102.52,29.01,88,59,4596.69,2042.58
2025-07-23,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,72.15,76.77,0.0655,0,0,102.69,28.65,61,61,4401.150000000001,1760.4600000000005
2025-07-24,SKU008,Dairy,Western Cape,Convenience,77.2,43.29,77.66,78.68,0.0,0,0,102.48,29.03,61,42,3261.72,1443.54
2025-07-25,SKU008,Dairy,Western Cape,Hyper,77.2,43.29,73.65,79.96,0.046,1,0,102.33,28.78,79,74,5450.1,2246.6400000000003
2025-07-26,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,75.8,80.55,0.0181,1,0,102.23,28.8,63,62,4699.599999999999,2015.62
2025-07-27,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,72.85,80.04,0.0564,0,0,102.3,28.87,56,56,4079.5999999999995,1655.3599999999997
2025-07-28,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,84.15,78.76,0.0,0,0,102.45,28.97,76,54,4544.1,2206.4400000000005
2025-07-29,SKU008,Dairy,Gauteng,Hyper,77.2,43.29,82.02,75.54,0.0,0,0,102.05,29.09,65,59,4839.179999999999,2285.0699999999997
2025-07-30,SKU008,Dairy,Gauteng,Convenience,77.2,43.29,63.2,73.68,0.1813,1,0,102.24,29.18,126,80,5056.0,1592.8000000000002
2025-07-31,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,75.88,78.54,0.0171,0,0,101.52,29.07,108,84,6373.92,2737.5599999999995
2025-08-01,SKU008,Dairy,Gauteng,Convenience,77.2,43.29,74.45,81.27,0.0356,0,0,102.07,29.16,74,59,4392.55,1838.4400000000003
2025-08-02,SKU008,Dairy,KwaZulu-Natal,Convenience,77.2,43.29,83.22,75.8,0.0,0,0,102.74,29.02,51,43,3578.46,1716.99
2025-08-03,SKU008,Dairy,Western Cape,Convenience,77.2,43.29,70.86,81.34,0.0821,0,0,102.77,29.0,78,55,3897.3,1516.35
2025-08-04,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,80.75,77.3,0.0,0,0,102.36,28.88,47,47,3795.25,1760.6200000000001
2025-08-05,SKU008,Dairy,Gauteng,Hyper,77.2,43.29,71.58,76.77,0.0728,0,0,102.09,29.21,72,72,5153.76,2036.8799999999999
2025-08-06,SKU008,Dairy,KwaZulu-Natal,Convenience,77.2,43.29,74.54,79.1,0.0345,0,0,102.0,28.9,38,38,2832.5200000000004,1187.5000000000002
2025-08-07,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,80.66,77.08,0.0,0,0,102.31,29.1,57,54,4355.639999999999,2017.9799999999998
2025-08-08,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,80.43,76.04,0.0,0,0,102.36,29.25,60,51,4101.93,1894.1400000000003
2025-08-09,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,80.97,73.62,0.0,0,0,102.69,29.18,57,54,4372.38,2034.72
2025-08-10,SKU008,Dairy,KwaZulu-Natal,Hyper,77.2,43.29,74.01,79.65,0.0413,0,0,103.0,29.18,87,54,3996.5400000000004,1658.8800000000003
2025-08-11,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,72.03,77.74,0.067,0,0,103.02,29.17,103,68,4898.04,1954.3200000000002
2025-08-12,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,70.78,76.31,0.0832,0,0,102.33,29.35,66,53,3751.34,1456.97
2025-08-13,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,70.46,76.36,0.0873,1,0,102.77,29.4,129,80,5636.799999999999,2173.5999999999995
2025-08-14,SKU008,Dairy,Western Cape,Convenience,77.2,43.29,73.93,77.09,0.0424,0,0,102.03,29.27,51,40,2957.2000000000003,1225.6000000000004
2025-08-15,SKU008,Dairy,KwaZulu-Natal,Hyper,77.2,43.29,80.32,77.81,0.0,0,0,102.71,29.3,94,57,4578.24,2110.7099999999996
2025-08-16,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,84.2,75.47,0.0,0,0,102.95,29.55,62,47,3957.4,1922.7700000000002
2025-08-17,SKU008,Dairy,Western Cape,Hyper,77.2,43.29,70.25,74.93,0.09,0,0,102.46,29.31,80,72,5058.0,1941.1200000000001
2025-08-18,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,68.24,76.36,0.1161,1,0,102.79,29.47,64,64,4367.36,1596.7999999999997
2025-08-19,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,73.49,79.31,0.048,0,0,102.84,29.41,62,53,3894.97,1600.5999999999997
2025-08-20,SKU008,Dairy,Western Cape,Supermarket,77.2,43.29,79.9,78.14,0.0,0,0,102.13,29.53,69,46,3675.4,1684.0600000000004
2025-08-21,SKU008,Dairy,Gauteng,Hyper,77.2,43.29,82.92,75.55,0.0,0,0,102.91,29.45,75,55,4560.6,2179.65
2025-08-22,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,80.42,76.3,0.0,0,0,102.64,29.41,90,60,4825.2,2227.8
2025-08-23,SKU008,Dairy,Gauteng,Hyper,77.2,43.29,77.01,77.46,0.0025,0,0,102.29,29.54,88,62,4774.62,2090.6400000000003
2025-08-24,SKU008,Dairy,Gauteng,Supermarket,77.2,43.29,82.34,74.96,0.0,0,0,102.37,29.44,61,57,4693.38,2225.8500000000004
2025-08-25,SKU008,Dairy,KwaZulu-Natal,Convenience,77.2,43.29,79.54,80.52,0.0,0,0,102.76,29.52,38,38,3022.5200000000004,1377.5000000000002
2025-08-26,SKU008,Dairy,Gauteng,Convenience,77.2,43.29,75.04,80.56,0.028,1,0,102.49,29.48,76,55,4127.200000000001,1746.2500000000005
2025-08-27,SKU008,Dairy,KwaZulu-Natal,Convenience,77.2,43.29,73.09,78.19,0.0533,0,0,102.77,29.84,44,40,2923.6000000000004,1192.0000000000002
2025-08-28,SKU008,Dairy,Gauteng,Convenience,77.2,43.29,78.98,73.33,0.0,0,0,103.0,29.56,84,46,3633.0800000000004,1641.7400000000002
2025-01-01,SKU009,Household,Gauteng,Convenience,21.83,16.77,21.41,21.08,0.0191,0,0,99.5,30.2,178,137,2933.17,635.6800000000001
2025-01-02,SKU009,Household,KwaZulu-Natal,Supermarket,21.83,16.77,23.33,21.6,0.0,0,0,100.39,29.93,202,146,3406.18,957.7599999999998
2025-01-03,SKU009,Household,Western Cape,Convenience,21.83,16.77,23.01,23.22,0.0,0,0,99.95,30.16,153,124,2853.2400000000002,773.7600000000002
2025-01-04,SKU009,Household,Western Cape,Supermarket,21.83,16.77,23.38,23.65,0.0,0,0,100.45,30.17,155,155,3623.8999999999996,1024.55
2025-01-05,SKU009,Household,Gauteng,Hyper,21.83,16.77,17.91,23.27,0.1797,1,0,99.68,30.06,384,279,4996.89,318.0600000000002
2025-01-06,SKU009,Household,KwaZulu-Natal,Supermarket,21.83,16.77,20.02,22.43,0.083,1,0,100.36,29.82,202,178,3563.56,578.5
2025-01-07,SKU009,Household,Gauteng,Supermarket,21.83,16.77,23.15,21.97,0.0,0,0,100.27,30.03,264,177,4097.55,1129.2599999999998
2025-01-08,SKU009,Household,Gauteng,Convenience,21.83,16.77,20.84,22.36,0.0454,1,0,99.87,30.13,176,152,3167.68,618.6400000000001
2025-01-09,SKU009,Household,Gauteng,Supermarket,21.83,16.77,23.39,22.88,0.0,0,0,99.71,30.14,240,160,3742.4,1059.2000000000003
2025-01-10,SKU009,Household,Western Cape,Convenience,21.83,16.77,23.97,21.62,0.0,0,0,100.06,30.14,129,117,2804.49,842.3999999999999
2025-01-11,SKU009,Household,Gauteng,Supermarket,21.83,16.77,21.56,23.34,0.0123,0,0,99.86,30.28,261,164,3535.8399999999997,785.5599999999998
2025-01-12,SKU009,Household,KwaZulu-Natal,Supermarket,21.83,16.77,20.96,23.28,0.0399,0,0,99.53,30.39,129,129,2703.84,540.5100000000002
2025-01-13,SKU009,Household,Western Cape,Convenience,21.83,16.77,19.75,22.33,0.0954,0,0,100.38,30.4,182,133,2626.75,396.34000000000003
2025-01-14,SKU009,Household,Gauteng,Supermarket,21.83,16.77,20.32,22.23,0.0692,1,0,100.03,30.59,248,210,4267.2,745.5000000000001
2025-01-15,SKU009,Household,Gauteng,Supermarket,21.83,16.77,20.62,21.97,0.0553,0,0,100.21,30.56,275,200,4124.0,770.0000000000002
2025-01-16,SKU009,Household,Gauteng,Supermarket,21.83,16.77,21.42,22.9,0.0188,0,0,100.63,30.42,263,176,3769.92,818.4000000000003
2025-01-17,SKU009,Household,KwaZulu-Natal,Supermarket,21.83,16.77,21.69,22.3,0.0063,0,0,100.01,30.5,206,160,3470.4,787.2000000000003
2025-01-18,SKU009,Household,Western Cape,Convenience,21.83,16.77,20.88,21.88,0.0435,0,0,100.52,30.43,163,119,2484.72,489.0899999999999
2025-01-19,SKU009,Household,Western Cape,Supermarket,21.83,16.77,22.38,23.32,0.0,0,0,100.46,30.55,170,170,3804.6,953.6999999999999
2025-01-20,SKU009,Household,Gauteng,Supermarket,21.83,16.77,21.22,22.47,0.0281,0,0,100.33,30.41,188,171,3628.62,760.9499999999999
2025-01-21,SKU009,Household,Gauteng,Supermarket,21.83,16.77,22.21,23.33,0.0,0,0,99.96,30.56,159,159,3531.3900000000003,864.9600000000002
2025-01-22,SKU009,Household,KwaZulu-Natal,Supermarket,21.83,16.77,23.3,23.2,0.0,0,0,100.38,30.62,125,125,2912.5,816.2500000000001
2025-01-23,SKU009,Household,KwaZulu-Natal,Supermarket,21.83,16.77,22.28,22.19,0.0,0,0,100.3,30.55,168,154,3431.1200000000003,848.5400000000002
2025-01-24,SKU009,Household,Western Cape,Supermarket,21.83,16.77,22.47,22.03,0.0,0,0,99.75,30.93,168,154,3460.3799999999997,877.7999999999998
2025-01-25,SKU009,Household,Western Cape,Hyper,21.83,16.77,23.88,22.81,0.0,0,0,99.84,30.96,141,141,3367.08,1002.5099999999999
2025-01-26,SKU009,Household,Western Cape,Hyper,21.83,16.77,23.91,22.53,0.0,0,0,100.28,30.7,185,153,3658.23,1092.42
2025-01-27,SKU009,Household,Gauteng,Supermarket,21.83,16.77,19.72,22.28,0.0964,0,0,100.84,30.62,269,195,3845.3999999999996,575.2499999999999
2025-01-28,SKU009,Household,KwaZulu-Natal,Supermarket,21.83,16.77,19.03,22.73,0.1284,1,0,100.7,30.98,368,202,3844.0600000000004,456.5200000000003
2025-01-29,SKU009,Household,Gauteng,Supermarket,21.83,16.77,16.93,21.98,0.2247,1,0,100.17,31.01,343,279,4723.47,44.64000000000004
2025-01-30,SKU009,Household,Gauteng,Supermarket,21.83,16.77,21.23,23.28,0.0276,0,0,100.15,30.65,216,216,4585.68,963.3600000000001
2025-01-31,SKU009,Household,Western Cape,Supermarket,21.83,16.77,21.82,22.87,0.0005,0,0,100.38,30.93,271,194,4233.08,979.7000000000002
2025-02-01,SKU009,Household,Western Cape,Supermarket,21.83,16.77,21.15,22.34,0.031,0,0,100.52,31.01,224,196,4145.4,858.4799999999998
2025-02-02,SKU009,Household,Gauteng,Convenience,21.83,16.77,23.86,22.33,0.0,0,0,100.96,30.87,134,109,2600.74,772.81
2025-02-03,SKU009,Household,Gauteng,Hyper,21.83,16.77,21.24,23.13,0.0272,0,0,100.36,30.97,296,243,5161.32,1086.2099999999998
2025-02-04,SKU009,Household,Gauteng,Supermarket,21.83,16.77,22.28,23.11,0.0,0,0,100.04,30.54,189,185,4121.8,1019.3500000000003
2025-02-05,SKU009,Household,KwaZulu-Natal,Convenience,21.83,16.77,20.82,23.07,0.0465,1,0,100.86,31.02,158,158,3289.56,639.9000000000001
2025-02-06,SKU009,Household,Gauteng,Convenience,21.83,16.77,20.17,22.12,0.0762,0,0,100.32,30.86,211,161,3247.3700000000003,547.4000000000003
2025-02-07,SKU009,Household,Western Cape,Supermarket,21.83,16.77,19.43,23.43,0.11,1,0,100.29,31.11,237,233,4527.19,619.7800000000001
2025-02-08,SKU009,Household,Western Cape,Supermarket,21.83,16.77,20.59,22.61,0.0568,0,0,100.22,30.92,351,206,4241.54,786.9200000000001
2025-02-09,SKU009,Household,Western Cape,Supermarket,21.83,16.77,23.35,22.9,0.0,0,0,100.22,30.77,151,151,3525.8500000000004,993.5800000000003
2025-02-10,SKU009,Household,Gauteng,Supermarket,21.83,16.77,18.4,24.26,0.157,1,0,100.25,30.8,168,168,3091.2,273.8399999999998
2025-02-11,SKU009,Household,Gauteng,Supermarket,21.83,16.77,22.54,21.88,0.0,0,0,100.49,30.82,215,172,3876.8799999999997,992.4399999999999
2025-02-12,SKU009,Household,Western Cape,Supermarket,21.83,16.77,23.58,23.43,0.0,0,0,100.53,31.11,103,103,2428.74,701.4299999999998
2025-02-13,SKU009,Household,Gauteng,Supermarket,21.83,16.77,21.41,22.63,0.019,0,0,100.59,31.0,274,180,3853.8,835.2
2025-02-14,SKU009,Household,Gauteng,Convenience,21.83,16.77,21.85,22.85,0.0,0,0,100.6,31.16,96,96,2097.6000000000004,487.6800000000002
2025-02-15,SKU009,Household,Gauteng,Supermarket,21.83,16.77,22.26,22.2,0.0,0,0,100.08,31.16,174,160,3561.6000000000004,878.4000000000003
2025-02-16,SKU009,Household,Gauteng,Convenience,21.83,16.77,20.35,22.45,0.0676,0,0,99.99,31.18,255,182,3703.7000000000003,651.5600000000003
2025-02-17,SKU009,Household,Gauteng,Supermarket,21.83,16.77,22.93,21.84,0.0,0,0,100.57,31.11,162,151,3462.43,930.16
2025-02-18,SKU009,Household,KwaZulu-Natal,Hyper,21.83,16.77,23.74,23.62,0.0,0,0,100.61,31.0,225,169,4012.06,1177.9299999999998
2025-02-19,SKU009,Household,Western Cape,Supermarket,21.83,16.77,23.45,22.88,0.0,0,0,100.35,31.04,197,138,3236.1,921.8399999999999
2025-02-20,SKU009,Household,KwaZulu-Natal,Convenience,21.83,16.77,23.53,22.82,0.0,0,0,100.99,30.99,143,143,3364.79,966.6800000000002
2025-02-21,SKU009,Household,Gauteng,Supermarket,21.83,16.77,22.09,23.32,0.0,0,0,100.62,31.13,204,196,4329.64,1042.72
2025-02-22,SKU009,Household,Western Cape,Supermarket,21.83,16.77,23.98,22.86,0.0,0,0,101.3,31.2,171,138,3309.2400000000002,994.9800000000001
2025-02-23,SKU009,Household,Gauteng,Supermarket,21.83,16.77,21.15,21.77,0.0312,0,0,100.9,30.91,316,205,4335.75,897.8999999999997
2025-02-24,SKU009,Household,KwaZulu-Natal,Supermarket,21.83,16.77,18.41,21.93,0.1568,1,0,100.66,30.95,274,213,3921.33,349.3200000000001
2025-02-25,SKU009,Household,KwaZulu-Natal,Hyper,21.83,16.77,21.52,21.26,0.0142,0,0,99.9,31.12,297,238,5121.76,1130.5
2025-02-26,SKU009,Household,Western Cape,Supermarket,21.83,16.77,22.97,23.11,0.0,0,0,100.57,31.25,220,152,3491.4399999999996,942.3999999999999
2025-02-27,SKU009,Household,KwaZulu-Natal,Supermarket,21.83,16.77,20.97,23.05,0.0395,1,0,100.64,31.16,204,196,4110.12,823.1999999999998
2025-02-28,SKU009,Household,Western Cape,Supermarket,21.83,16.77,22.75,22.53,0.0,0,0,101.03,31.2,215,159,3617.25,950.82
2025-03-01,SKU009,Household,Western Cape,Hyper,21.83,16.77,22.33,22.17,0.0,0,0,101.01,31.2,326,228,5091.24,1267.6799999999996
2025-03-02,SKU009,Household,Western Cape,Convenience,21.83,16.77,23.52,22.79,0.0,0,0,100.36,31.32,154,139,3269.2799999999997,938.25
2025-03-03,SKU009,Household,Western Cape,Hyper,21.83,16.77,18.73,23.19,0.142,1,0,100.65,31.47,288,276,5169.4800000000005,540.9600000000003
2025-03-04,SKU009,Household,Western Cape,Hyper,21.83,16.77,19.49,22.78,0.1073,1,0,100.86,31.31,315,296,5769.04,805.1199999999997
2025-03-05,SKU009,Household,KwaZulu-Natal,Hyper,21.83,16.77,23.88,23.96,0.0,0,0,100.42,31.25,243,195,4656.599999999999,1386.4499999999998
2025-03-06,SKU009,Household,Western Cape,Convenience,21.83,16.77,21.76,23.26,0.0034,0,0,100.95,31.2,171,139,3024.6400000000003,693.6100000000002
2025-03-07,SKU009,Household,Gauteng,Supermarket,21.83,16.77,21.27,22.78,0.0257,0,0,101.43,31.16,188,184,3913.68,828.0
2025-03-08,SKU009,Household,KwaZulu-Natal,Supermarket,21.83,16.77,21.8,23.75,0.0014,0,0,100.79,31.21,177,177,3858.6,890.3100000000002
2025-03-09,SKU009,Household,Western Cape,Supermarket,21.83,16.77,21.75,22.16,0.0038,0,0,100.7,31.41,167,167,3632.25,831.6600000000001
2025-03-10,SKU009,Household,Western Cape,Supermarket,21.83,16.77,19.96,23.22,0.0856,0,0,100.88,31.03,204,189,3772.44,602.9100000000002
2025-03-11,SKU009,Household,Gauteng,Supermarket,21.83,16.77,22.76,22.73,0.0,0,0,100.48,31.16,196,158,3596.0800000000004,946.4200000000003
2025-03-12,SKU009,Household,KwaZulu-Natal,Supermarket,21.83,16.77,23.33,21.67,0.0,0,0,100.32,31.26,177,170,3966.1,1115.1999999999998
2025-03-13,SKU009,Household,Western Cape,Hyper,21.83,16.77,22.17,21.75,0.0,0,0,100.61,31.29,268,201,4456.17,1085.4000000000003
2025-03-14,SKU009,Household,KwaZulu-Natal,Convenience,21.83,16.77,21.68,22.62,0.0067,0,0,100.81,31.1,183,119,2579.92,584.29
2025-03-15,SKU009,Household,Gauteng,Convenience,21.83,16.77,21.7,21.17,0.0059,0,0,101.46,31.06,125,125,2712.5,616.25
2025-03-16,SKU009,Household,Gauteng,Hyper,21.83,16.77,20.75,21.76,0.0494,0,0,100.42,30.98,317,229,4751.75,911.4200000000001
2025-03-17,SKU009,Household,Gauteng,Convenience,21.83,16.77,20.36,23.09,0.0674,1,0,100.46,31.04,272,187,3807.3199999999997,671.3299999999999
2025-03-18,SKU009,Household,Gauteng,Supermarket,21.83,16.77,22.65,23.92,0.0,0,0,100.8,30.91,213,179,4054.35,1052.5199999999998
2025-03-19,SKU009,Household,Western Cape,Supermarket,21.83,16.77,20.35,23.83,0.0676,0,0,100.66,31.16,253,205,4171.75,733.9000000000004
2025-03-20,SKU009,Household,Gauteng,Supermarket,21.83,16.77,18.19,22.98,0.167,1,0,101.26,31.05,346,226,4110.9400000000005,320.9200000000004
2025-03-21,SKU009,Household,KwaZulu-Natal,Supermarket,21.83,16.77,22.87,22.85,0.0,0,0,100.9,31.0,200,192,4391.04,1171.2000000000003
2025-03-22,SKU009,Household,Western Cape,Convenience,21.83,16.77,22.65,23.7,0.0,0,0,100.56,31.14,245,161,3646.6499999999996,946.6799999999998
2025-03-23,SKU009,Household,Western Cape,Hyper,21.83,16.77,22.62,22.74,0.0,0,0,100.74,31.1,181,181,4094.2200000000003,1058.8500000000004
2025-03-24,SKU009,Household,Gauteng,Convenience,21.83,16.77,21.06,22.64,0.0351,0,0,100.96,31.01,136,136,2864.16,583.4399999999998
2025-03-25,SKU009,Household,Gauteng,Convenience,21.83,16.77,20.39,22.56,0.0658,0,0,100.85,30.88,206,175,3568.25,633.5000000000002
2025-03-26,SKU009,Household,Western Cape,Supermarket,21.83,16.77,19.7,22.44,0.0977,0,0,100.63,30.86,237,182,3585.4,533.26
2025-03-27,SKU009,Household,Gauteng,Supermarket,21.83,16.77,20.48,22.6,0.0619,0,0,100.89,31.2,295,222,4546.56,823.6200000000002
2025-03-28,SKU009,Household,Western Cape,Supermarket,21.83,16.77,20.04,21.5,0.0819,0,0,101.26,31.03,303,208,4168.32,680.1599999999999
2025-03-29,SKU009,Household,Western Cape,Supermarket,21.83,16.77,23.18,22.87,0.0,0,0,101.25,31.22,209,164,3801.52,1051.24
2025-03-30,SKU009,Household,KwaZulu-Natal,Convenience,21.83,16.77,22.61,22.84,0.0,0,0,100.86,31.06,147,147,3323.67,858.48
2025-03-31,SKU009,Household,Gauteng,Supermarket,21.83,16.77,20.99,22.14,0.0386,1,0,100.94,30.97,254,254,5331.46,1071.8799999999997
2025-04-01,SKU009,Household,Western Cape,Supermarket,21.83,16.77,20.0,22.86,0.0841,1,0,100.89,31.08,266,236,4720.0,762.2800000000001
2025-04-02,SKU009,Household,Western Cape,Supermarket,21.83,16.77,20.05,22.59,0.0815,0,0,100.89,30.65,186,180,3609.0,590.4000000000002
2025-04-03,SKU009,Household,KwaZulu-Natal,Supermarket,21.83,16.77,22.7,22.24,0.0,0,0,101.21,30.85,238,187,4244.9,1108.9099999999999
2025-04-04,SKU009,Household,Gauteng,Supermarket,21.83,16.77,22.22,21.65,0.0,0,1,100.88,30.93,256,208,4621.76,1133.6
2025-04-05,SKU009,Household,Gauteng,Supermarket,21.83,16.77,23.34,22.94,0.0,0,1,100.84,30.7,309,232,5414.88,1524.24
2025-04-06,SKU009,Household,Gauteng,Supermarket,21.83,16.77,20.47,21.6,0.0621,0,1,100.98,30.65,299,213,4360.11,788.0999999999998
